,sample1,sample2,sample3,sample4
ENSG00000144791,6.22099902,6.4581386,6.45364793,6.444672241
ENSG00000144802,7.887182682,7.879578263,8.74026384,8.636273727
ENSG00000144815,4.508794549,4.536973812,4.881231367,4.983121138
ENSG00000144824,1.409600546,1.376765332,1.319129715,1.320799381
ENSG00000144827,6.252674033,6.442883366,6.269088913,6.463353605
ENSG00000144840,6.17183736,5.965602446,5.622231409,5.758955946
ENSG00000144843,2.801816329,2.840960642,2.898644581,2.846403697
ENSG00000144848,7.295157245,7.246198872,7.208074778,7.392833452
ENSG00000144867,6.630756081,6.297350785,5.815655533,6.37366487
ENSG00000144895,8.381345331,8.393980936,8.108405277,8.440704403
ENSG00000144908,4.02919902,3.857345596,3.885932092,3.71083151
ENSG00000144909,5.562599289,5.559687769,5.641275046,5.513577816
ENSG00000144935,2.112943686,2.10428251,2.203171255,2.202642832
ENSG00000144959,6.193438394,6.35727986,6.604424986,6.274505459
ENSG00000145012,7.146703128,7.267915975,8.170868193,7.582055677
ENSG00000145014,5.661516254,5.752161561,5.831448271,5.856550189
ENSG00000145016,5.276027809,5.580162733,5.462318593,5.447109226
ENSG00000145020,1.634519252,1.628916519,1.539052005,1.546652077
ENSG00000145022,5.643724348,5.521086777,5.570465785,5.537497377
ENSG00000145029,2.981577544,3.078011792,3.174833313,3.194207753
ENSG00000145041,6.456179853,6.316679506,6.367325289,6.140102749
ENSG00000145050,5.754592931,5.739251091,5.626605295,5.508419083
ENSG00000145088,2.189642534,2.197051011,2.212712419,2.269812121
ENSG00000145103,4.828108346,4.84618647,4.914786448,5.008114903
ENSG00000145191,6.458670548,6.327673504,6.303970325,6.239876785
ENSG00000145214,6.130946297,6.238243175,6.259206141,6.133628575
ENSG00000145216,6.637790483,6.662735117,6.571456599,6.868900873
ENSG00000145217,3.784493752,3.700520205,3.75057264,3.567865856
ENSG00000145220,5.854000281,5.832123501,5.264676792,5.559709951
ENSG00000145241,5.47696833,5.373866167,5.566633044,5.884386048
ENSG00000145247,7.183584558,7.069785355,7.035169909,6.754938191
ENSG00000145284,2.344606308,2.360381213,2.354192508,2.470432063
ENSG00000145287,4.148119534,4.092792306,3.800731713,3.841181683
ENSG00000145293,7.09804032,7.141382011,6.879129335,7.00911737
ENSG00000145331,4.093682347,4.105658737,4.205113856,4.284271377
ENSG00000145332,5.798536227,5.75706989,5.821867779,5.9286895
ENSG00000145337,6.494906017,6.407687375,6.411714796,6.490578446
ENSG00000145348,5.091567791,5.44973593,5.427738305,5.831740838
ENSG00000145349,7.972135953,7.966082656,8.28729367,8.009418133
ENSG00000145354,6.997782956,7.230346664,7.310351597,7.727732597
ENSG00000145365,4.476683464,4.747243656,4.466068928,4.765382401
ENSG00000145375,4.672311089,4.653287937,4.507657823,4.689336323
ENSG00000145386,7.46398013,7.672829158,7.162735806,7.647958966
ENSG00000145388,6.150769326,5.635565042,5.822809869,5.92541588
ENSG00000145390,6.550803685,7.109806595,7.312503335,7.154400837
ENSG00000145391,8.169879378,8.362610686,8.625351271,8.400836473
ENSG00000145414,4.196198558,4.254874571,4.180549748,4.243990209
ENSG00000145416,3.522769528,3.420149518,3.593577435,3.512699609
ENSG00000145425,11.28845294,11.23761442,10.90767602,10.94870865
ENSG00000145431,6.263283283,6.470861035,6.744537821,6.702174473
ENSG00000145439,4.627516107,4.528580922,4.659100442,4.626617489
ENSG00000145476,4.454812533,4.533672864,4.632255063,4.557266465
ENSG00000145494,6.986417156,6.79385996,6.360927292,6.381461796
ENSG00000145495,9.026670223,8.828973493,9.014283479,8.697247
ENSG00000145506,4.107778418,3.916232377,3.933905829,3.901081123
ENSG00000145545,6.279897546,6.235289322,6.368045091,6.010699749
ENSG00000145555,7.930636532,8.090356329,8.205649589,7.690325352
ENSG00000145569,5.784171048,5.816301828,5.707643633,5.592160983
ENSG00000145592,9.711734005,9.587828112,9.290064468,9.347837605
ENSG00000145604,7.036568724,7.288189929,6.887537778,6.888466062
ENSG00000145632,9.347424596,9.18962627,10.34080848,9.986426397
ENSG00000145675,7.898637142,7.638244705,8.313445751,8.096997657
ENSG00000145685,5.431646474,5.669604093,5.583362486,5.323516637
ENSG00000145687,4.457847464,4.425704317,4.50056934,4.564707958
ENSG00000145703,7.29291561,7.400478995,7.610863391,7.197933248
ENSG00000145715,7.603497309,7.729490099,7.518029247,7.480558198
ENSG00000145723,3.33332247,3.471062143,3.295939964,3.255572227
ENSG00000145725,6.402919164,6.651886794,6.50466788,7.134876603
ENSG00000145730,7.829213236,7.851293192,8.623186709,8.416485162
ENSG00000145734,3.66313411,3.793555867,4.118698829,3.587911023
ENSG00000145736,3.318744523,3.438914757,3.589516678,3.340643367
ENSG00000145740,6.753268269,6.961806383,7.257608647,7.399816895
ENSG00000145741,9.629761842,9.569724627,9.164590524,9.41146265
ENSG00000145743,4.920833076,5.574328473,5.9889038,5.722674302
ENSG00000145779,6.511862399,6.521010407,5.971179525,6.042497857
ENSG00000145780,6.085288929,6.062081598,6.144606482,6.276159658
ENSG00000145781,4.818473648,4.865633978,4.83404713,4.670189484
ENSG00000145782,6.701115739,6.652939561,6.358923225,7.006422587
ENSG00000145817,6.385039855,6.65437807,6.903708236,6.704824024
ENSG00000145819,7.066076761,7.177189998,6.994156483,6.87790792
ENSG00000145833,8.07646273,8.169404025,8.040875535,8.218306372
ENSG00000145860,6.859721731,6.930306608,7.04440411,6.903190346
ENSG00000145868,6.339657906,6.373132955,6.615645609,6.7526299
ENSG00000145882,3.791999636,3.696539073,3.788313776,3.687195975
ENSG00000145901,7.842394507,7.82221961,7.604957867,7.651922416
ENSG00000145907,9.438505452,9.379883392,9.105161696,9.144071218
ENSG00000145908,1.724952801,1.704408179,1.673434932,1.6413206
ENSG00000145911,2.449487752,2.466169538,2.388850468,2.363902959
ENSG00000145912,6.829672155,7.05826582,6.204360147,5.976069685
ENSG00000145916,6.116193748,6.426643921,6.284860978,6.345034973
ENSG00000145919,5.854964808,5.885359648,5.789287372,5.660282328
ENSG00000145979,4.928569091,4.84783238,4.884240033,5.007081275
ENSG00000145982,4.11488253,4.097672032,3.934355877,3.868981048
ENSG00000145990,5.105837902,5.274228323,5.151126249,5.013904132
ENSG00000145996,5.312696282,5.293868439,5.363067844,5.359500074
ENSG00000146007,7.182388315,7.261222308,7.199461873,7.167115291
ENSG00000146021,3.896892204,3.965575822,3.825192229,3.87066116
ENSG00000146054,3.266450447,3.178735834,3.221058662,3.251913584
ENSG00000146063,6.131549645,6.024033773,5.836440957,5.845390957
ENSG00000146066,5.981763549,6.017562322,5.795809096,5.698119912
ENSG00000146067,5.697360052,5.35388361,5.445033014,5.330677075
ENSG00000146072,8.681277664,8.810547567,8.534563906,8.406270132
ENSG00000146083,6.734195878,6.902693419,6.918216595,6.665518867
ENSG00000146085,6.282094608,6.239020757,6.283162166,6.521178766
ENSG00000146109,5.105087568,5.153625584,4.921353257,4.997640319
ENSG00000146112,4.928199611,5.126488876,4.923916161,4.989096022
ENSG00000146143,5.733807611,5.770479463,5.300932033,5.499064429
ENSG00000146197,1.248688179,1.253881554,1.227049358,1.252420809
ENSG00000146205,2.513401933,2.450400208,2.412411618,2.437975092
ENSG00000146223,8.828746576,8.760265509,8.618641486,8.712357645
ENSG00000146232,3.699397666,3.742198456,3.677159538,3.598366747
ENSG00000146233,2.660565152,2.785657356,2.661270454,2.759196978
ENSG00000146242,5.408793913,5.365185678,5.518275784,5.444681581
ENSG00000146243,2.166990831,2.199518627,2.215887034,2.318918059
ENSG00000146247,7.63477885,7.627818048,7.974695577,8.198324514
ENSG00000146263,6.58195823,6.442437996,5.97092874,6.736694417
ENSG00000146267,1.281913083,1.359850874,1.344315172,1.282581776
ENSG00000146278,6.371444077,6.160472323,6.583424623,6.764380194
ENSG00000146281,7.069175691,7.164736032,6.90266001,7.043938341
ENSG00000146282,6.176008625,6.238709335,6.483467201,6.408754313
ENSG00000146350,3.923494944,4.101863984,4.122563313,4.113960703
ENSG00000146376,8.074710963,8.164513054,7.510169092,7.820667191
ENSG00000146386,5.745155521,5.723375673,5.764303009,5.819923589
ENSG00000146409,5.566932523,5.519004506,5.475942199,5.510028051
ENSG00000146410,4.104113946,4.069282985,4.014399866,4.272537568
ENSG00000146411,4.641314324,4.728562903,4.899482051,4.958504295
ENSG00000146414,5.96451644,5.928902865,6.046459453,6.105429441
ENSG00000146416,5.95417057,5.978037104,6.097042994,5.972509727
ENSG00000146425,6.606698365,6.682972247,6.676519064,6.749739787
ENSG00000146426,2.533764893,2.544504801,2.595287981,2.575467886
ENSG00000146433,7.622891725,7.693944668,7.926602271,8.009844516
ENSG00000146457,7.648494318,7.655309148,7.733744397,7.700757147
ENSG00000146463,7.325770824,7.737310124,7.963138842,7.476767013
ENSG00000146476,6.152418548,6.210081593,6.431228244,6.19303865
ENSG00000146477,3.147066196,3.135010963,3.097995582,3.194547081
ENSG00000146535,7.557974739,7.534079191,7.575113121,7.700005598
ENSG00000146540,6.63181718,6.842301239,6.627510015,6.350121079
ENSG00000146556,4.414077659,4.409442631,4.318565644,4.433160202
ENSG00000146574,6.673497445,6.549035736,6.619247868,6.714003217
ENSG00000146576,5.40242287,5.419128622,5.470944234,5.514338811
ENSG00000146587,6.10533475,6.207274511,6.540380381,6.574589754
ENSG00000146592,2.314636375,2.389408715,2.421461814,2.293732032
ENSG00000146648,8.289734299,8.45122678,8.372253264,8.211004549
ENSG00000146670,7.293717246,7.41284936,6.699168654,7.073954903
ENSG00000146676,8.310529444,8.237125644,8.516957988,8.646722149
ENSG00000146701,8.532870399,8.73738278,8.223324171,8.332725329
ENSG00000146729,6.382813617,6.628689977,6.844116854,6.925819281
ENSG00000146731,9.69396476,9.552274207,9.009974355,9.016645574
ENSG00000146733,6.787633046,7.126829321,6.472867678,6.418309649
ENSG00000146757,5.921355545,5.660385869,5.782071747,5.977066648
ENSG00000146776,4.663008958,4.604354644,4.750214103,4.592254593
ENSG00000146802,6.664698822,6.555079097,6.885242927,6.571385749
ENSG00000146826,4.441102615,4.583987306,4.57848314,4.429544003
ENSG00000146828,7.004807999,6.949233914,6.903775958,6.609489982
ENSG00000146830,7.02935312,6.832854475,7.027131963,6.538746082
ENSG00000146833,6.190574411,6.404258778,6.488269851,6.522216987
ENSG00000146834,7.243485452,7.384722025,7.020652891,7.027695164
ENSG00000146842,6.547861123,6.906112482,6.567008787,6.826975991
ENSG00000146856,1.936189399,1.953232287,1.907314203,1.900162947
ENSG00000146858,3.574004399,3.481484107,3.426392909,3.472140943
ENSG00000146859,5.768020806,5.657400782,5.573938858,5.877155261
ENSG00000146872,6.552253417,6.646260984,6.921633242,6.796563953
ENSG00000146904,5.753913544,5.931137776,5.823526746,5.671006598
ENSG00000146909,6.203304109,6.24592002,6.048195284,6.007334645
ENSG00000146918,7.894809353,7.877318327,7.28172144,7.758084631
ENSG00000146955,1.451844896,1.448599743,1.446433358,1.48270996
ENSG00000146963,8.003875985,7.96330538,7.728886779,7.835082902
ENSG00000147010,7.967784785,7.759908951,7.891212756,7.630559105
ENSG00000147036,1.691181752,1.677304733,1.701711573,1.688365644
ENSG00000147041,4.826389834,4.835154044,4.565135892,4.536273941
ENSG00000147044,5.914420206,6.020507205,6.166256105,5.936419754
ENSG00000147050,6.232557699,6.460224483,6.650198326,6.583784885
ENSG00000147065,9.238391943,9.282637692,8.721723474,8.515580896
ENSG00000147099,5.6273086,5.552932426,5.52625847,5.502447977
ENSG00000147118,3.78628903,3.728655493,3.81287704,3.786331357
ENSG00000147121,4.244866726,4.435025265,4.547013647,4.386327593
ENSG00000147123,7.289182419,7.218448232,6.963779338,6.977087904
ENSG00000147124,4.761916818,4.779663553,4.798150958,4.922948718
ENSG00000147130,7.137761375,6.930305702,6.69463664,6.799463611
ENSG00000147133,7.172416736,7.189528578,7.675855342,7.585737513
ENSG00000147140,10.05411628,10.03637223,10.2214693,9.854005723
ENSG00000147144,5.78620741,5.840574227,5.73902717,5.672575967
ENSG00000147155,6.471446148,6.378039387,6.067474767,6.352281862
ENSG00000147162,9.0743185,8.888090501,9.451667678,9.56641101
ENSG00000147164,7.106079101,7.042244719,6.865829053,7.159258327
ENSG00000147174,2.765738391,2.827180427,2.801167412,2.859484679
ENSG00000147180,5.316358612,5.259024233,5.451644094,5.507948699
ENSG00000147202,6.909222492,6.878966498,6.911594232,6.934582415
ENSG00000147224,6.329366361,6.428264902,6.16607488,6.299635389
ENSG00000147234,2.609682648,2.650928157,2.630376037,2.618590944
ENSG00000147251,3.522169654,3.54600433,3.949879029,3.75184003
ENSG00000147255,1.879444761,1.895280909,1.877304049,1.895012331
ENSG00000147257,1.933082848,1.788088499,1.808255875,1.793918329
ENSG00000147274,9.110334794,8.904341525,8.47400123,8.734871206
ENSG00000147316,4.844711009,4.817504587,4.85895945,4.948057977
ENSG00000147324,7.0867021,6.665824286,6.56645525,6.408522696
ENSG00000147364,5.986878888,6.256401455,5.933351928,5.913167175
ENSG00000147383,6.443259697,6.394115175,6.186129628,5.997809768
ENSG00000147394,6.719098218,6.900920283,7.158612649,7.286432225
ENSG00000147400,7.228429734,7.132530012,7.372375941,7.433869805
ENSG00000147403,11.73287622,11.77220576,11.2398781,10.90946103
ENSG00000147408,1.786138049,1.77906001,1.762031475,1.791439329
ENSG00000147416,6.227046701,6.182348801,6.309662553,6.319001356
ENSG00000147419,5.694479288,5.958062469,5.558580199,6.151967438
ENSG00000147421,4.075740047,4.047395128,4.174869787,4.143218556
ENSG00000147439,4.257312181,4.443798702,4.179483463,4.565416155
ENSG00000147454,6.543711549,6.72603188,6.653233763,6.397903713
ENSG00000147457,5.418694477,5.586282169,5.637984398,5.597415617
ENSG00000147459,7.194556414,6.929179461,7.425919726,7.357878013
ENSG00000147471,5.709778426,5.734785313,5.630988072,5.746331578
ENSG00000147475,6.570740703,5.986854397,6.193089372,6.368288259
ENSG00000147526,5.30417391,5.595668178,5.499095805,5.353026295
ENSG00000147533,5.341208118,5.326407763,5.437854665,5.416557262
ENSG00000147535,5.248226081,5.256787762,5.390429523,5.450213764
ENSG00000147536,4.463187679,4.399064991,4.144485437,4.381359049
ENSG00000147548,7.559189603,7.146096611,7.200180129,7.212741437
ENSG00000147586,4.638452075,4.727041398,4.530315836,4.446716323
ENSG00000147592,6.413916081,6.481458466,6.277914028,6.467799184
ENSG00000147601,6.069238992,6.159248123,6.170891523,6.996315257
ENSG00000147604,11.04236111,10.85199319,10.62896106,10.45798637
ENSG00000147642,5.415328225,5.485375388,5.299817489,5.239617459
ENSG00000147649,8.827823987,8.379554571,8.663519028,8.883246987
ENSG00000147650,5.1120851,5.193014215,5.223050346,5.242458648
ENSG00000147654,5.135157344,5.271866816,5.267381908,5.410804634
ENSG00000147669,6.281505225,6.237830038,6.267985791,6.577821477
ENSG00000147676,11.16143054,11.2891706,11.37489657,11.43317263
ENSG00000147677,10.71058582,10.75616648,10.56398322,10.60221576
ENSG00000147679,7.831402787,7.98514856,7.256918429,7.530785898
ENSG00000147684,8.496608791,8.448464177,8.058453005,8.210894762
ENSG00000147687,7.217360728,7.316149028,7.082532527,7.006745452
ENSG00000147689,4.63889262,4.419327685,4.334245018,4.36108248
ENSG00000147789,5.575487106,5.394591099,5.495850181,5.285811148
ENSG00000147799,5.134907811,5.112638466,5.32331475,5.267582287
ENSG00000147804,4.577864367,4.62537064,4.46954993,4.389611944
ENSG00000147813,7.989477573,7.84454003,7.733777021,7.727443666
ENSG00000147852,4.545476412,4.751445972,4.939965621,4.837160698
ENSG00000147853,7.515257452,7.355275388,7.637463446,7.874404289
ENSG00000147854,6.23004003,6.153266126,6.403015073,6.267928149
ENSG00000147862,7.064147632,6.964430985,7.127025243,7.27463401
ENSG00000147872,4.468035057,4.51609861,4.372993833,4.444273497
ENSG00000147874,6.786541972,6.839352963,6.59184287,6.906734198
ENSG00000147883,4.12867686,4.26275122,4.42571221,4.413764614
ENSG00000147889,6.796741283,6.953127244,6.368199432,6.694671264
ENSG00000147894,3.713312171,3.767572828,3.857333556,3.923431314
ENSG00000147905,5.107712125,5.267504121,5.343426107,5.162187912
ENSG00000147912,3.390340593,3.301439667,3.750620912,3.434515847
ENSG00000147955,7.151132692,7.110052208,6.510273383,6.672933118
ENSG00000147996,5.483103656,5.584891534,5.718519202,5.664495503
ENSG00000148019,6.037910781,6.079189882,6.188256811,6.30048379
ENSG00000148057,2.720332798,2.771990781,2.828042757,2.892267959
ENSG00000148090,5.073514568,5.027316699,5.17209975,4.984706061
ENSG00000148110,7.391309038,7.425532206,7.286337371,7.547406072
ENSG00000148120,4.730421689,4.791981807,4.5471675,4.448772527
ENSG00000148143,2.932581713,2.920499983,2.921227412,2.932096113
ENSG00000148153,5.904065043,6.024827447,5.76584474,6.110747436
ENSG00000148154,6.437085123,6.589216275,6.3582266,6.408726152
ENSG00000148158,5.771774492,5.801283547,5.913452065,5.982178212
ENSG00000148180,7.933177785,7.863194682,8.229636961,7.816669331
ENSG00000148187,6.299753754,6.271107371,5.889832941,5.977803359
ENSG00000148200,4.089790816,4.135517188,4.172792669,4.236538445
ENSG00000148204,2.033600559,1.951611145,1.923317328,1.920303566
ENSG00000148218,6.827640764,6.699394584,6.660748868,6.930591006
ENSG00000148219,3.649825667,3.547213665,3.572531809,3.523938557
ENSG00000148225,4.476248033,4.560146833,4.708538071,4.589624207
ENSG00000148229,7.599241357,7.788311613,7.291058837,7.231029428
ENSG00000148300,6.023682436,6.0127331,5.870566536,5.868208056
ENSG00000148308,6.796497243,6.876359789,6.643622028,6.432066946
ENSG00000148331,5.637404165,5.524446825,5.554609988,5.315507294
ENSG00000148334,6.597857327,6.736811217,6.252253678,6.100092188
ENSG00000148335,5.150950552,5.378586557,4.8188228,4.992566681
ENSG00000148337,8.120416602,7.996560746,7.734739789,7.629381289
ENSG00000148339,6.63102,6.683932568,6.752940312,6.378674936
ENSG00000148341,7.455851739,7.361991438,7.534101238,7.602693588
ENSG00000148343,5.882667268,5.700262912,5.619816645,5.573236776
ENSG00000148344,2.61690323,2.605074678,2.692072004,2.680229881
ENSG00000148346,7.663206014,7.728017431,7.347253197,7.289230605
ENSG00000148356,5.807725275,5.486100515,5.577112277,5.504731721
ENSG00000148358,8.253228596,8.353730483,8.64273143,8.422786474
ENSG00000148362,4.725401996,4.824252041,4.604322639,4.427544631
ENSG00000148384,5.052619844,4.96563515,4.976700694,4.96236156
ENSG00000148396,8.470610673,8.532100788,8.818670635,8.733105312
ENSG00000148399,5.269812056,5.100209124,5.105922088,4.905757676
ENSG00000148400,7.030913832,6.834176577,6.942376421,6.707044687
ENSG00000148411,6.590723456,6.457167003,6.472215371,6.431216972
ENSG00000148426,5.875624866,5.826489942,5.715657514,5.577047426
ENSG00000148429,6.806815571,6.879467128,7.189140401,7.088716026
ENSG00000148444,5.051741129,5.055448033,5.259475528,5.340851228
ENSG00000148450,4.278081629,4.267397185,4.199069652,4.218753536
ENSG00000148459,4.098997717,4.112061777,3.963912005,4.020021865
ENSG00000148481,5.266832006,5.370715442,5.646941901,5.493297103
ENSG00000148484,5.597705156,5.757652293,5.501476824,5.676179986
ENSG00000148498,6.982825515,7.143932183,7.247021015,6.868361996
ENSG00000148572,5.51358773,5.522559054,5.651186948,5.589776147
ENSG00000148606,6.646456611,6.659834034,6.658903036,6.528118176
ENSG00000148634,7.439004508,7.130511241,7.443122657,7.563482051
ENSG00000148660,7.329381597,7.28593716,7.24194606,7.301574065
ENSG00000148672,8.580803652,8.632296415,8.430480032,8.451284312
ENSG00000148688,5.878179059,5.910325956,5.882520893,5.982284784
ENSG00000148690,5.45726076,5.507952158,5.751257957,5.719644411
ENSG00000148700,8.784989884,8.848662967,9.35267339,9.183188831
ENSG00000148719,6.616230703,6.551238168,6.742069568,6.532006818
ENSG00000148730,9.076593507,9.041477676,9.458332738,9.427174929
ENSG00000148734,5.206383631,5.090157965,5.147752116,5.272141955
ENSG00000148737,7.062368523,7.291333305,7.218697321,7.221969864
ENSG00000148773,9.620537362,9.821250991,8.940409936,9.53061787
ENSG00000148803,2.322409623,2.355400167,2.282336254,2.263426072
ENSG00000148814,3.786361567,3.746965114,3.707080164,3.743507185
ENSG00000148824,5.182124291,5.337604282,5.41252524,5.100714882
ENSG00000148832,1.813653032,1.80499586,1.791891164,1.765586527
ENSG00000148834,7.199426816,7.275183899,6.890676543,6.843498653
ENSG00000148835,3.596225834,3.540234647,3.510092565,3.544571218
ENSG00000148840,6.774067093,6.775394875,6.071846602,6.38115471
ENSG00000148841,4.161308628,4.180950123,3.973592242,3.973909674
ENSG00000148842,5.551636706,5.463594345,5.537256619,5.651043552
ENSG00000148843,7.027234997,7.037006272,6.919101961,6.522423937
ENSG00000148908,3.280416821,3.284741729,3.207873592,3.264751966
ENSG00000148925,6.200433156,6.39259231,6.453645643,6.435787699
ENSG00000148926,4.411232037,4.337956537,4.592922897,4.56927692
ENSG00000148935,1.599360472,1.6557735,1.639271495,1.682729141
ENSG00000148943,7.383576805,7.422856448,7.808267085,7.851681521
ENSG00000148950,3.779009736,3.650949638,3.712472463,3.819956024
ENSG00000148985,5.948078517,6.023308447,6.089321671,6.240335301
ENSG00000149016,5.794966043,5.862305772,5.747974908,5.54876422
ENSG00000149043,3.723588165,3.762910821,3.737453616,3.542859194
ENSG00000149050,3.492866887,3.249102233,3.328976109,3.27758107
ENSG00000149054,4.29373535,4.382816507,4.186564851,4.413545028
ENSG00000149084,8.561429436,8.230574148,8.230603689,8.448525238
ENSG00000149089,6.01463648,6.051611667,5.880356975,6.079620319
ENSG00000149091,7.155987842,7.110610704,7.277208136,7.025454503
ENSG00000149100,8.535155374,8.647835869,8.416529264,8.601998012
ENSG00000149115,8.463006156,8.64296281,9.025832081,9.137112527
ENSG00000149136,9.397536335,9.436752192,8.684546739,8.776548427
ENSG00000149150,5.918635881,6.211943558,5.786164572,5.721767312
ENSG00000149177,7.211147143,7.124940677,7.50800101,7.255390178
ENSG00000149179,6.244465715,6.277383784,6.113780493,6.104199046
ENSG00000149182,7.777830578,7.81225884,7.723221636,7.749215156
ENSG00000149187,8.644010081,8.43124101,8.753558301,8.346396877
ENSG00000149196,5.664378619,5.610885977,5.546852144,5.600860816
ENSG00000149212,3.452239586,3.400169308,3.655217723,3.575468054
ENSG00000149218,7.173316823,7.27629508,7.736279304,7.599305806
ENSG00000149231,6.576144828,6.282681525,6.665186363,6.763818159
ENSG00000149243,3.99794823,3.969276501,4.022408721,3.978789642
ENSG00000149257,7.343082918,7.402308893,6.961153848,6.858047787
ENSG00000149260,7.091280502,6.828169186,7.090565881,7.02005471
ENSG00000149262,5.814966189,5.948861927,5.940875787,5.90590112
ENSG00000149269,7.277346498,7.455395696,8.185101378,7.85082296
ENSG00000149273,11.634627,11.48387749,10.51951963,10.58702827
ENSG00000149289,4.18729818,4.202036837,4.378897016,4.37571139
ENSG00000149292,4.855142304,5.000194287,5.07526426,5.364901426
ENSG00000149300,4.172067081,4.123549112,4.150726452,4.156809005
ENSG00000149308,6.476908627,6.602941581,6.949319073,6.984584816
ENSG00000149311,6.744688749,6.513611002,6.776660734,6.868123464
ENSG00000149313,6.694058625,6.871613358,7.080344822,7.017084951
ENSG00000149328,7.192007233,7.280837274,6.694086895,6.734827209
ENSG00000149346,4.018480544,4.009263598,4.226695877,4.067935259
ENSG00000149357,6.480370697,6.661387861,6.581887257,6.40479077
ENSG00000149418,10.02302842,9.954255402,9.922750073,9.680522324
ENSG00000149428,8.8394456,8.819205335,8.642278659,9.21852587
ENSG00000149474,4.037778146,3.974690515,3.86575123,3.992871216
ENSG00000149476,6.465806905,6.291169385,6.501198569,6.174518532
ENSG00000149480,8.450867741,8.399811837,8.011853433,7.946426225
ENSG00000149483,5.231267259,5.159059124,5.463426668,5.377502574
ENSG00000149485,3.119039936,3.039193338,3.031056882,3.101759226
ENSG00000149489,1.750143111,1.70798785,1.635126136,1.637278284
ENSG00000149499,6.51568244,6.508081582,6.017927226,5.951376173
ENSG00000149503,6.933237911,6.974801693,6.757331537,6.597668253
ENSG00000149527,1.860721995,1.857200336,1.87662882,1.894787793
ENSG00000149531,3.80081136,3.804575957,3.938566666,3.945396785
ENSG00000149532,8.111122153,8.004040582,8.239795417,8.027984453
ENSG00000149541,5.376683314,5.474462145,5.57660799,5.536906926
ENSG00000149547,8.368052301,8.417808698,8.331859729,8.390034015
ENSG00000149548,3.08247389,3.121785717,3.117219869,3.20039546
ENSG00000149554,7.212455279,7.229884221,6.680925198,6.965367772
ENSG00000149564,6.358230925,6.437178552,6.135939954,6.158060102
ENSG00000149573,6.82963605,6.792601633,6.50827823,6.592404188
ENSG00000149577,6.750217839,6.945970352,7.095819468,6.84262477
ENSG00000149582,3.469348833,3.576408226,3.492770229,3.698136857
ENSG00000149591,3.85494012,3.676004052,3.925357657,3.859593348
ENSG00000149600,6.690771399,6.76033305,6.849838961,6.718153179
ENSG00000149636,6.323711272,6.108094556,5.871181223,6.10798202
ENSG00000149639,6.418344719,6.138393075,6.555676511,6.620315638
ENSG00000149657,7.276890671,7.28358539,7.262651519,6.957553063
ENSG00000149658,8.00525911,7.919752455,7.965141088,7.856405178
ENSG00000149679,5.56878537,5.437912979,5.534965735,5.843917129
ENSG00000149716,4.965898603,4.960413146,4.878707749,5.152722737
ENSG00000149743,5.826003479,5.789957021,5.664826582,5.599791527
ENSG00000149761,5.8965675,5.938998486,5.733302338,5.831461344
ENSG00000149781,2.078923694,1.976148352,1.93196447,1.923983501
ENSG00000149782,8.197935509,8.072885918,7.713853175,7.567025866
ENSG00000149792,7.433931334,7.510731857,7.323970641,7.340638668
ENSG00000149798,4.989671589,4.873564353,4.597417509,4.4874205
ENSG00000149806,8.748321876,8.696209343,8.271847431,8.388659139
ENSG00000149809,6.640886824,6.591709579,7.272762647,6.374483952
ENSG00000149823,7.600170155,7.351650651,6.282781749,6.994441147
ENSG00000149923,7.499159489,7.333393715,6.909325624,6.858466725
ENSG00000149925,11.14962716,10.86246422,10.25488866,10.33831911
ENSG00000149929,4.57764979,4.527299008,4.372710432,4.455740184
ENSG00000149930,6.98381984,7.023078832,7.162133929,6.943906595
ENSG00000149932,6.549148197,6.602445435,6.671753728,6.607117636
ENSG00000149948,5.236448145,5.172451465,5.219132649,5.402203728
ENSG00000150054,5.263575701,5.332475028,5.371718417,5.233634209
ENSG00000150093,10.36164437,10.39206007,10.84669533,10.87533492
ENSG00000150316,6.589468211,6.293986633,6.734478144,6.694388531
ENSG00000150347,7.5849018,7.588184062,7.741666926,7.621700385
ENSG00000150394,1.51635609,1.50646389,1.558273814,1.4984928
ENSG00000150401,5.390510694,5.546349859,5.427984087,5.494151786
ENSG00000150403,7.59729325,7.58563969,8.200190742,8.184292657
ENSG00000150433,5.197503913,5.17066835,5.082370765,5.071135544
ENSG00000150455,4.750805523,4.928289347,4.852073418,4.866191982
ENSG00000150456,4.552812036,4.465871059,4.562302697,4.711172793
ENSG00000150457,6.456978474,6.590890152,6.58518236,6.577100092
ENSG00000150459,7.831751475,7.901034086,8.387283052,8.617587836
ENSG00000150477,5.824499029,5.824818178,6.126195016,6.054745948
ENSG00000150527,6.386748163,6.472761469,6.870846425,6.532361404
ENSG00000150540,5.485296401,5.479895193,5.301347786,5.411081228
ENSG00000150556,1.789863771,1.755237827,1.764295906,1.757330474
ENSG00000150593,7.1343955,7.037988434,7.537403027,7.892083061
ENSG00000150594,4.101218652,3.925593654,3.635544702,3.672597052
ENSG00000150667,1.206620688,1.215408153,1.178672824,1.264682331
ENSG00000150687,7.57716397,7.206420257,8.853135802,8.121844479
ENSG00000150712,6.948851021,7.213684962,7.582986802,7.337133395
ENSG00000150750,2.439619918,2.414707352,2.377947567,2.391573672
ENSG00000150753,9.551975296,9.523137464,8.985752735,8.850939546
